N,P,K,temperature,humidity,ph,soil_type,ingredient,fertilizer,crop
72,31,32,26.55237317635644,78.41484388700744,6.330291307985491,Clayey,Complete Fertilizer,Potash,Barley
60,52,40,27.107333060473238,76.54565353088013,6.344384467761357,Loamy,Organic Compost,Urea,Barley
61,32,45,16.803108436808643,72.17200927818118,7.070127842092862,Loamy,Phosphorus Fertilizer,Calcium Nitrate,Wheat
59,39,40,18.98374249437909,58.32394039174862,5.891425280199298,Clayey,Potassium Fertilizer,Potash,Corn
81,31,37,15.263285450499433,58.44848126316895,7.1405066378897795,Sandy,Phosphorus Fertilizer,Calcium Nitrate,Corn
65,59,56,19.39962916170847,78.90080961338114,6.797494227790036,Loamy,Potassium Fertilizer,Ammonium Nitrate,Barley
57,56,51,26.597128108780073,50.30853487807076,6.337939547559049,Clayey,Complete Fertilizer,Ammonium Nitrate,Soybean
87,52,55,22.769407915688685,71.48149919726433,6.416057233167737,Clayey,Organic Compost,Calcium Nitrate,Wheat
61,42,36,20.22143389752432,71.18738487665786,6.013294414372192,Sandy,Phosphorus Fertilizer,Potash,Soybean
73,42,54,20.576089423594954,68.68068622849393,7.004228665393949,Clayey,Complete Fertilizer,Urea,Rice
77,47,30,15.020304385732022,79.70326538260598,6.525749484610536,Clayey,Potassium Fertilizer,Superphosphate,Corn
57,32,40,19.497007913478537,59.356383072911754,6.141709085499687,Loamy,Phosphorus Fertilizer,Urea,Corn
77,56,45,24.696881124568957,60.19915591379745,6.6921002315219,Clayey,Phosphorus Fertilizer,Superphosphate,Soybean
85,36,23,29.612916657245357,52.368182088396665,7.491468904102646,Clayey,Complete Fertilizer,Superphosphate,Wheat
75,43,53,27.705912404758493,63.283944096312126,6.3705245593131075,Loamy,Phosphorus Fertilizer,Potash,Corn
57,49,37,15.353924469682937,57.83145578704544,7.3413828015572395,Sandy,Organic Compost,Calcium Nitrate,Soybean
99,58,59,28.478409070122588,60.30160106532932,6.190033679849132,Sandy,Organic Compost,Urea,Wheat
77,59,54,26.74797619947939,75.03715370766884,5.609465413849971,Loamy,Complete Fertilizer,Calcium Nitrate,Soybean
77,46,48,26.705641853564707,78.06453540582487,5.908484212736858,Loamy,Potassium Fertilizer,Ammonium Nitrate,Wheat
86,58,48,21.86993638505357,55.57199216015557,6.337390286655369,Sandy,Complete Fertilizer,Potash,Barley
90,59,57,20.970079394317544,61.175267946603974,5.939269857189138,Sandy,Organic Compost,Potash,Wheat
85,50,40,19.54373593249789,77.85891686346181,5.500454076436511,Sandy,Nitrogen Fertilizer,Ammonium Nitrate,Rice
76,41,32,15.985422884315486,51.85425382067668,7.330003075495054,Sandy,Nitrogen Fertilizer,Urea,Barley
66,54,36,18.423530452405487,52.77081584334135,7.187758822461858,Sandy,Phosphorus Fertilizer,Ammonium Nitrate,Soybean
58,45,28,18.69905452467037,54.88372967618688,6.984584462973894,Loamy,Phosphorus Fertilizer,Urea,Barley
82,53,20,22.261156045653024,67.85638502380624,5.835629191292057,Clayey,Nitrogen Fertilizer,Superphosphate,Barley
69,41,21,26.21166609895041,54.514168130179925,5.740727152419972,Sandy,Organic Compost,Potash,Soybean
62,44,48,22.1071474259692,79.042291443522,5.635209498944766,Sandy,Phosphorus Fertilizer,Urea,Soybean
77,54,52,15.86766674170741,63.40143581775561,6.948058377545842,Clayey,Complete Fertilizer,Calcium Nitrate,Rice
97,39,29,29.36684701482306,65.045538810505,7.35761592137577,Clayey,Complete Fertilizer,Calcium Nitrate,Soybean
78,59,59,29.140864786411683,57.3997584741622,6.361071641826074,Clayey,Organic Compost,Potash,Corn
62,54,40,26.777843147226125,64.12880757304201,5.738281343992096,Clayey,Phosphorus Fertilizer,Ammonium Nitrate,Corn
95,36,47,29.86991852346331,69.85740897911035,6.524785641464213,Clayey,Complete Fertilizer,Ammonium Nitrate,Rice
84,49,30,23.167234992003944,72.53531410862128,6.19766381491726,Clayey,Phosphorus Fertilizer,Urea,Wheat
55,34,53,29.44152525379809,72.6160424812974,6.249649848699995,Loamy,Phosphorus Fertilizer,Ammonium Nitrate,Wheat
67,30,27,16.134075609251262,67.33673338082265,6.742661248311414,Clayey,Complete Fertilizer,Potash,Corn
54,59,41,20.48521122392057,77.13079324981572,6.9374362265244045,Clayey,Nitrogen Fertilizer,Urea,Soybean
96,46,27,18.380719020101488,74.52223541918329,5.721207197746322,Loamy,Complete Fertilizer,Superphosphate,Rice
74,32,34,17.93749626201405,72.71144344095876,5.571180461612952,Clayey,Organic Compost,Ammonium Nitrate,Wheat
51,42,36,17.11204423339014,51.66816565041382,7.48866060537143,Sandy,Potassium Fertilizer,Ammonium Nitrate,Wheat
59,43,42,24.336204623489948,50.206338866589476,5.965456697831104,Sandy,Complete Fertilizer,Urea,Barley
79,53,43,26.719827836209575,56.373418315864186,5.607661049816918,Clayey,Phosphorus Fertilizer,Calcium Nitrate,Corn
99,59,38,23.67447599130541,69.90570781740357,5.87975065819184,Loamy,Phosphorus Fertilizer,Ammonium Nitrate,Soybean
94,47,24,17.204440643823144,62.33592466647637,5.577915692696928,Sandy,Complete Fertilizer,Potash,Rice
54,33,51,27.166856549002063,62.072187778979355,6.283621789234344,Loamy,Potassium Fertilizer,Ammonium Nitrate,Wheat
82,47,20,24.539320607455927,76.5376066468884,7.104803568902648,Sandy,Complete Fertilizer,Superphosphate,Barley
50,59,42,20.822485591904933,76.86688544395517,6.182488899515441,Clayey,Potassium Fertilizer,Ammonium Nitrate,Corn
67,34,56,25.111954433040943,77.27525792160758,6.388366813756733,Loamy,Potassium Fertilizer,Calcium Nitrate,Corn
81,54,27,18.898574688642494,59.41634229545082,6.851173547134877,Loamy,Organic Compost,Ammonium Nitrate,Rice
96,45,32,20.177883127413157,70.73167438217786,6.517788140139761,Loamy,Phosphorus Fertilizer,Urea,Wheat
98,30,27,28.762287646979853,58.14899543823109,7.222891372042648,Sandy,Phosphorus Fertilizer,Ammonium Nitrate,Rice
60,50,42,19.357567585071305,55.718294992233496,7.232071350091513,Sandy,Potassium Fertilizer,Calcium Nitrate,Rice
70,43,20,22.049824022369048,55.538973720421076,5.519821390982307,Sandy,Phosphorus Fertilizer,Urea,Barley
75,44,43,28.35211706094022,60.26322862590782,7.056092612966398,Clayey,Nitrogen Fertilizer,Potash,Corn
74,38,54,25.61582025401291,62.89872859339465,6.421467200483348,Sandy,Potassium Fertilizer,Urea,Soybean
71,44,43,15.93304839247054,74.92847513165205,7.477681082607326,Clayey,Phosphorus Fertilizer,Superphosphate,Corn
76,46,36,17.209545664184557,53.596732804181364,6.46646415175087,Loamy,Nitrogen Fertilizer,Urea,Corn
98,54,24,15.117623861578751,72.04777542184682,7.473791890776595,Loamy,Organic Compost,Potash,Barley
62,53,39,24.463826853437453,65.94364742567916,7.009138722411473,Clayey,Phosphorus Fertilizer,Ammonium Nitrate,Soybean
82,33,40,21.715101381156273,58.63836028027978,5.997209769226613,Sandy,Nitrogen Fertilizer,Urea,Wheat
83,41,59,17.014122763534132,64.78458753598474,6.576789958573915,Clayey,Complete Fertilizer,Urea,Soybean
90,56,50,29.369011815851557,58.99826209331068,7.4842712789571655,Loamy,Complete Fertilizer,Urea,Wheat
84,55,55,22.9448958591843,67.88245865714919,7.215061215503847,Loamy,Nitrogen Fertilizer,Urea,Soybean
50,34,30,18.628399411693337,63.01531768565732,5.694733787582442,Clayey,Potassium Fertilizer,Potash,Rice
70,58,34,22.509053567320613,54.93216587236636,6.912743993619992,Sandy,Potassium Fertilizer,Calcium Nitrate,Soybean
97,34,38,25.194304991026616,53.4974922366709,6.191159171741626,Sandy,Phosphorus Fertilizer,Calcium Nitrate,Barley
55,40,26,16.143588269603466,66.40087046216391,5.513964523760697,Clayey,Complete Fertilizer,Urea,Wheat
77,57,47,19.12055722571838,77.0723909985831,6.306961938053999,Clayey,Potassium Fertilizer,Potash,Corn
66,35,24,27.104482363259905,60.31873059673057,5.969508843449942,Sandy,Potassium Fertilizer,Potash,Barley
54,36,24,21.89497305603992,71.9900032166787,7.137738541040943,Loamy,Complete Fertilizer,Urea,Wheat
80,53,49,23.198657130484424,69.759840648193,6.174661217691531,Clayey,Organic Compost,Superphosphate,Wheat
54,43,51,21.49224003314204,77.94664742928443,7.155047387907635,Sandy,Potassium Fertilizer,Urea,Corn
87,53,27,15.658499139645077,74.62943051897423,5.50119587766959,Sandy,Nitrogen Fertilizer,Superphosphate,Rice
52,40,29,17.486246697302338,66.99815776716389,6.115638300052238,Loamy,Phosphorus Fertilizer,Urea,Barley
72,59,57,21.683124581128364,69.71091494702321,5.982330428615524,Loamy,Potassium Fertilizer,Superphosphate,Corn
86,42,51,18.137781981118916,76.95159399752104,5.967134722137222,Loamy,Potassium Fertilizer,Superphosphate,Corn
86,31,47,15.74968542989518,61.985563537608044,5.636373239530926,Loamy,Organic Compost,Urea,Rice
59,54,36,27.654744960777357,59.803841175733325,5.874248540821004,Loamy,Nitrogen Fertilizer,Superphosphate,Barley
59,36,50,29.71788793746174,50.32433250905589,6.611099139771239,Clayey,Phosphorus Fertilizer,Ammonium Nitrate,Corn
68,49,27,26.89714310995109,74.79653222574393,6.082722145675489,Sandy,Potassium Fertilizer,Calcium Nitrate,Rice
66,33,59,27.806773825570005,74.02942101210095,6.334789564658296,Clayey,Phosphorus Fertilizer,Potash,Barley
70,56,44,18.62965695475568,53.133635543004544,6.253733760694377,Clayey,Complete Fertilizer,Superphosphate,Soybean
63,37,28,29.409404632697996,67.305721433981,7.251809849999789,Clayey,Potassium Fertilizer,Superphosphate,Wheat
58,49,21,17.953885566801425,63.91945094500662,7.310597998021031,Clayey,Potassium Fertilizer,Potash,Rice
95,58,34,29.271447155427484,53.561272865273345,6.48591394331172,Clayey,Complete Fertilizer,Superphosphate,Wheat
50,51,22,29.922289409489267,79.4170468118217,6.160311900631209,Loamy,Organic Compost,Potash,Soybean
94,50,55,25.67584208619073,56.440876623900664,5.7136014080047275,Loamy,Potassium Fertilizer,Urea,Corn
62,48,23,29.71715597687733,52.01702540271683,7.40680575876419,Sandy,Phosphorus Fertilizer,Ammonium Nitrate,Corn
53,42,33,23.543096693506556,67.84542138505728,5.620453889800595,Clayey,Nitrogen Fertilizer,Ammonium Nitrate,Barley
50,43,44,18.893126747641354,72.16600031399098,6.095300555136561,Sandy,Phosphorus Fertilizer,Calcium Nitrate,Rice
98,39,29,21.554938284984313,50.97330338141561,6.096132402340008,Loamy,Organic Compost,Superphosphate,Rice
89,40,40,23.903414030681787,69.76152916181067,6.14080257228043,Loamy,Nitrogen Fertilizer,Calcium Nitrate,Barley
81,31,55,16.096223430405225,65.96875627854364,5.828573686544819,Loamy,Phosphorus Fertilizer,Urea,Wheat
83,54,31,24.33514896925869,53.09795026625145,7.066322861847395,Clayey,Phosphorus Fertilizer,Ammonium Nitrate,Corn
77,55,46,29.717667551434417,55.17571630839086,5.744995723931979,Clayey,Complete Fertilizer,Urea,Corn
80,38,59,17.851614746755914,67.03922891948241,6.769813318306325,Loamy,Organic Compost,Urea,Rice
57,46,21,26.88892674432575,58.89072840539865,5.747692053411635,Sandy,Complete Fertilizer,Superphosphate,Rice
88,55,32,28.618481906694292,78.14947185953949,5.641071275185913,Sandy,Nitrogen Fertilizer,Urea,Barley
75,32,51,29.155523892303314,74.56220688452152,7.318859007371753,Loamy,Complete Fertilizer,Ammonium Nitrate,Soybean
83,53,50,29.402034066081708,79.50701619540989,5.880257532637412,Sandy,Organic Compost,Calcium Nitrate,Wheat
52,35,35,22.82189458082208,57.79012516851242,7.142500309119408,Loamy,Potassium Fertilizer,Ammonium Nitrate,Soybean
99,34,51,29.659618619872553,79.09170898393931,6.589261742214272,Sandy,Potassium Fertilizer,Superphosphate,Soybean
61,34,51,26.359653107016584,62.937016093746735,5.655713039217539,Loamy,Nitrogen Fertilizer,Ammonium Nitrate,Rice
50,51,53,17.425071543554427,60.42556385941264,7.410896382876135,Sandy,Potassium Fertilizer,Potash,Rice
93,44,30,22.15350159701955,51.5104858090806,5.993922333983785,Clayey,Complete Fertilizer,Calcium Nitrate,Rice
54,52,29,25.774967630580058,51.58295773578808,7.219290690705213,Loamy,Nitrogen Fertilizer,Potash,Soybean
79,46,34,18.71010473728625,70.76033767839964,5.837620011569128,Loamy,Organic Compost,Potash,Wheat
79,38,36,24.609227753233313,63.73786983302084,7.207885764283706,Sandy,Nitrogen Fertilizer,Superphosphate,Rice
66,32,59,24.999007185699288,56.79564878108317,5.526457625810588,Loamy,Nitrogen Fertilizer,Urea,Corn
97,49,37,17.44049615712849,68.41910918975698,6.523560913138962,Loamy,Phosphorus Fertilizer,Potash,Wheat
96,55,28,23.476279686791344,57.585743547503334,7.038885158843113,Loamy,Phosphorus Fertilizer,Ammonium Nitrate,Corn
72,46,44,26.574403664679117,67.32895263033268,7.369591034985566,Clayey,Nitrogen Fertilizer,Urea,Wheat
64,58,59,22.483434968039127,60.77626240948071,7.318404272412974,Clayey,Potassium Fertilizer,Ammonium Nitrate,Rice
86,56,33,15.181546751641612,74.70656679835457,7.139249739095289,Sandy,Phosphorus Fertilizer,Ammonium Nitrate,Barley
70,39,44,15.135577036189382,74.62088482300338,7.276382699322609,Clayey,Organic Compost,Urea,Rice
63,32,41,20.355440159550184,64.32051194367205,5.8984393716741526,Sandy,Complete Fertilizer,Urea,Soybean
51,47,49,28.89291102647673,60.52457328005047,6.068368591423457,Clayey,Phosphorus Fertilizer,Ammonium Nitrate,Soybean
60,47,39,18.430151694054132,60.87679389677284,6.077937049842117,Sandy,Nitrogen Fertilizer,Superphosphate,Wheat
88,59,40,24.51545533307531,74.17143577004654,6.254107862003398,Clayey,Potassium Fertilizer,Calcium Nitrate,Soybean
87,46,51,18.33113806039981,59.845384483928356,6.286641340770378,Clayey,Complete Fertilizer,Calcium Nitrate,Rice
83,53,40,19.82504984489323,56.27178121120538,6.589110649309351,Sandy,Phosphorus Fertilizer,Superphosphate,Corn
87,32,54,27.72063134402226,52.540650256259205,5.8197595267328825,Loamy,Potassium Fertilizer,Urea,Rice
99,32,51,25.9329216340492,64.00079362653226,6.882493327571979,Loamy,Potassium Fertilizer,Ammonium Nitrate,Wheat
83,35,49,16.43098915969816,64.46396296759525,5.835133078609013,Clayey,Potassium Fertilizer,Calcium Nitrate,Soybean
67,42,58,21.430530314796506,75.22726131208722,6.120616964209095,Sandy,Nitrogen Fertilizer,Ammonium Nitrate,Corn
79,53,31,15.437546454678968,56.63716089338192,6.506690261212308,Loamy,Organic Compost,Superphosphate,Barley
64,58,37,22.213352199045133,61.429738210051994,7.092881123046954,Sandy,Potassium Fertilizer,Ammonium Nitrate,Corn
76,44,40,24.93651017551602,74.25217216681072,6.978938466477454,Loamy,Complete Fertilizer,Superphosphate,Corn
83,54,32,16.777539353972273,74.7087083224692,6.791068712821044,Sandy,Phosphorus Fertilizer,Urea,Rice
87,38,40,19.333274083637484,61.53833227936305,5.8115465211603405,Clayey,Complete Fertilizer,Superphosphate,Barley
82,33,27,20.967549382532354,63.77372069860043,6.594090691231155,Sandy,Nitrogen Fertilizer,Superphosphate,Wheat
73,43,59,28.792965369840747,59.09857672547849,5.674893003599771,Loamy,Nitrogen Fertilizer,Calcium Nitrate,Wheat
64,34,26,29.89882523134446,77.97664635257937,6.254726353593302,Clayey,Complete Fertilizer,Ammonium Nitrate,Corn
79,31,42,15.673669484934237,53.55931297224741,6.327033060579918,Sandy,Organic Compost,Calcium Nitrate,Corn
91,40,51,26.41511885243088,78.0124826900441,5.579622878891508,Loamy,Nitrogen Fertilizer,Potash,Soybean
66,38,30,20.575860996035146,70.5159935550603,6.047976198939944,Clayey,Nitrogen Fertilizer,Superphosphate,Barley
54,53,41,20.8868727934422,65.94716458060194,7.4112989345329785,Sandy,Complete Fertilizer,Potash,Corn
78,32,41,26.31397460020534,50.979771823534875,7.407265215659379,Loamy,Nitrogen Fertilizer,Calcium Nitrate,Soybean
53,56,44,28.776396482181127,64.26788575466026,6.204654108505078,Sandy,Organic Compost,Ammonium Nitrate,Barley
59,57,41,29.263928917538227,62.23244315008197,5.586200217896648,Sandy,Organic Compost,Calcium Nitrate,Wheat
66,58,47,23.65683879057481,54.83656435925368,5.858189878656363,Clayey,Organic Compost,Ammonium Nitrate,Soybean
59,38,48,20.35681738950754,69.69228810501971,6.2844355868670805,Clayey,Phosphorus Fertilizer,Ammonium Nitrate,Barley
66,32,32,26.813236287881686,79.13452722104857,7.395559395938459,Loamy,Organic Compost,Urea,Soybean
69,54,37,18.765020748934504,66.86566433193576,5.782398127074369,Clayey,Organic Compost,Superphosphate,Corn
73,31,21,23.461110432502764,71.44259829331838,7.027031687336424,Loamy,Phosphorus Fertilizer,Calcium Nitrate,Rice
54,41,48,20.378676922873098,52.05351357698051,5.717365078749384,Sandy,Potassium Fertilizer,Ammonium Nitrate,Wheat
83,39,40,24.84946610561814,62.530009874509844,7.462515154782554,Sandy,Nitrogen Fertilizer,Calcium Nitrate,Corn
55,38,34,18.605983693402603,53.490754554934874,6.26323299821827,Loamy,Organic Compost,Calcium Nitrate,Corn
51,44,46,17.873894186022387,68.38387506609531,7.0504690777981125,Sandy,Nitrogen Fertilizer,Ammonium Nitrate,Barley
62,37,50,28.773586300131555,78.15446474642464,6.185182165622264,Clayey,Complete Fertilizer,Potash,Soybean
92,54,34,16.527055244243055,69.85333197414916,6.755337754317617,Sandy,Nitrogen Fertilizer,Superphosphate,Wheat
92,34,42,22.589368616023975,52.30409144943265,5.884032169480074,Clayey,Phosphorus Fertilizer,Superphosphate,Corn
97,40,43,18.312791744445136,60.639986149552485,5.792042038593925,Loamy,Nitrogen Fertilizer,Urea,Barley
60,56,32,15.583949449885012,66.51990138322554,7.376128279136262,Loamy,Nitrogen Fertilizer,Urea,Wheat
96,31,41,15.540282274371396,62.09623268399757,7.335294555808867,Sandy,Nitrogen Fertilizer,Urea,Soybean
72,53,56,17.62832658158741,75.00932031425518,7.274937880425765,Sandy,Potassium Fertilizer,Superphosphate,Corn
65,57,52,28.001555317590004,74.44013014129968,6.750866900333187,Clayey,Potassium Fertilizer,Potash,Corn
80,44,22,19.2371811596554,68.35493060309665,7.1165364224325565,Clayey,Complete Fertilizer,Superphosphate,Corn
60,35,38,29.256887558629437,61.20373835398116,5.63807387382275,Sandy,Phosphorus Fertilizer,Superphosphate,Wheat
65,37,42,23.724334394837904,57.66009121289733,6.169578083781358,Sandy,Nitrogen Fertilizer,Superphosphate,Wheat
57,56,48,21.54921284653149,53.17622954639388,6.127406249514312,Loamy,Nitrogen Fertilizer,Superphosphate,Wheat
53,34,49,23.701332520041817,60.646930504596625,6.7712906439052265,Loamy,Nitrogen Fertilizer,Potash,Wheat
89,45,58,22.750475778394016,62.39517551623159,6.211915546941281,Loamy,Nitrogen Fertilizer,Urea,Barley
53,55,44,26.381643806359875,70.27468775312221,5.797013563287361,Sandy,Potassium Fertilizer,Calcium Nitrate,Rice
74,47,56,19.237440989592784,69.7447947289272,6.692934150827087,Sandy,Complete Fertilizer,Urea,Barley
52,35,27,20.295755874004534,52.10324418923771,7.128767841338163,Sandy,Organic Compost,Urea,Corn
81,34,35,28.41141453799876,61.85777946293473,6.264246988919947,Loamy,Phosphorus Fertilizer,Calcium Nitrate,Barley
52,57,27,29.196847697256082,55.45336601652086,5.764537430196963,Sandy,Nitrogen Fertilizer,Superphosphate,Soybean
76,45,20,28.388373412297117,54.70438115950417,5.893376394625646,Clayey,Complete Fertilizer,Potash,Wheat
78,42,24,21.291719909359703,74.81906449211738,5.974966610338768,Sandy,Organic Compost,Potash,Soybean
81,57,22,26.705482545103223,51.257456501487724,6.099795185989072,Sandy,Complete Fertilizer,Urea,Soybean
99,34,20,22.14503599951648,62.57548627706364,6.7855901410126185,Sandy,Potassium Fertilizer,Calcium Nitrate,Corn
68,42,23,22.463097782191532,55.04610967299555,6.701890969075438,Sandy,Organic Compost,Ammonium Nitrate,Wheat
70,46,59,18.07020163585926,76.37990647035423,6.892159723134078,Sandy,Complete Fertilizer,Superphosphate,Soybean
54,47,54,23.866954548877747,66.71121539825106,6.225003969063026,Clayey,Potassium Fertilizer,Urea,Corn
67,37,51,17.79203846630022,56.94141909130544,7.147995303759957,Clayey,Complete Fertilizer,Potash,Wheat
77,42,53,19.973470486007905,65.07281861499129,5.9081753223115205,Sandy,Complete Fertilizer,Calcium Nitrate,Rice
91,59,44,27.825453024299026,71.94459079109347,6.4380814950363074,Loamy,Organic Compost,Calcium Nitrate,Corn
71,58,29,18.10613713816283,78.74354026758301,7.101877443082861,Sandy,Potassium Fertilizer,Urea,Barley
70,48,40,16.06737427760149,56.61338012736257,5.860317295465238,Sandy,Nitrogen Fertilizer,Ammonium Nitrate,Wheat
55,55,58,16.035113889192246,76.58545316388035,5.719726227481566,Sandy,Phosphorus Fertilizer,Potash,Soybean
50,32,46,29.11176780754662,78.02912342502471,7.2673679353759795,Loamy,Organic Compost,Urea,Soybean
54,53,46,22.60380656942752,77.49261633596198,6.185859325518392,Loamy,Potassium Fertilizer,Ammonium Nitrate,Barley
90,37,21,21.141181077255276,69.0624307058573,6.867740249818064,Loamy,Complete Fertilizer,Calcium Nitrate,Barley
61,31,32,27.163178715118775,68.89461963304123,5.550697208527877,Clayey,Potassium Fertilizer,Superphosphate,Soybean
75,37,28,27.53738891865774,62.09631899551468,6.880093776818899,Loamy,Phosphorus Fertilizer,Potash,Wheat
95,56,55,19.98286549673407,72.57193646911364,6.132202623093941,Clayey,Phosphorus Fertilizer,Potash,Corn
83,42,41,25.404270862106927,65.93882055052796,5.6114817071748835,Clayey,Nitrogen Fertilizer,Ammonium Nitrate,Barley
98,42,45,26.5668422377783,70.32314213684883,6.719625523096234,Loamy,Nitrogen Fertilizer,Urea,Barley
63,30,31,24.819760302989316,62.853737115463865,5.981607632146346,Loamy,Phosphorus Fertilizer,Calcium Nitrate,Barley
75,35,36,17.27392612200149,71.94489392129417,6.27361448410376,Loamy,Organic Compost,Ammonium Nitrate,Rice
94,53,33,28.138246252755856,74.73414552813648,5.661161624573027,Clayey,Organic Compost,Superphosphate,Wheat
76,48,33,23.086418291040133,54.393087698084486,5.79432650218989,Sandy,Complete Fertilizer,Superphosphate,Wheat
58,45,53,19.237086395550055,74.98789146722685,6.095954470991687,Loamy,Nitrogen Fertilizer,Superphosphate,Wheat
75,37,39,21.37842278156541,66.20889595370922,5.6795190011203145,Loamy,Complete Fertilizer,Ammonium Nitrate,Wheat
96,57,30,15.56356635598361,75.33997727270673,7.3216525293726304,Loamy,Nitrogen Fertilizer,Calcium Nitrate,Wheat
71,30,35,16.918002018336264,62.93905119023044,5.512094086367957,Clayey,Phosphorus Fertilizer,Potash,Soybean
96,56,50,26.48320125773791,61.37121456149105,6.467720437728623,Clayey,Organic Compost,Urea,Barley
79,56,25,15.000174521330493,77.45182197551668,5.746494916265103,Sandy,Organic Compost,Potash,Soybean
92,45,38,21.248487427234384,57.53507802645204,6.115358178955897,Loamy,Phosphorus Fertilizer,Calcium Nitrate,Rice
97,38,56,22.837652716283827,75.32636975858429,7.352119119636531,Clayey,Complete Fertilizer,Potash,Corn
66,42,23,15.819516300014584,64.52061717528213,5.823389106547974,Sandy,Complete Fertilizer,Ammonium Nitrate,Barley
75,40,23,29.596172444584994,65.4228632765378,7.431664639436665,Loamy,Potassium Fertilizer,Superphosphate,Rice
85,42,39,18.39187996874508,59.25404844468452,5.911588753978844,Clayey,Nitrogen Fertilizer,Calcium Nitrate,Soybean
50,54,29,19.562980794544213,67.19126601857047,6.983132216933659,Loamy,Complete Fertilizer,Calcium Nitrate,Corn
57,50,43,19.559137683825412,59.75633588828634,6.593354529794624,Loamy,Phosphorus Fertilizer,Potash,Rice
98,39,54,18.456249931760247,51.17808242724957,7.268957455193519,Clayey,Complete Fertilizer,Ammonium Nitrate,Corn
84,33,45,15.022107331294672,58.15995816033068,6.607986511006262,Clayey,Organic Compost,Potash,Rice
64,56,56,25.940171911319943,50.19137130219772,6.569118438312618,Clayey,Nitrogen Fertilizer,Potash,Soybean
96,35,57,29.50268249698928,79.35064361170569,5.8909160007368,Loamy,Potassium Fertilizer,Calcium Nitrate,Corn
71,57,40,18.364402249275678,78.97241629459242,5.832458724103318,Loamy,Nitrogen Fertilizer,Potash,Rice
63,36,59,24.945707877051337,61.85465892416915,7.332978302231028,Sandy,Organic Compost,Superphosphate,Soybean
75,34,58,26.12844490438073,71.85112563018939,6.155676397700068,Loamy,Organic Compost,Potash,Barley
77,40,40,27.72638068635787,60.37418295231275,6.244164509925792,Clayey,Organic Compost,Superphosphate,Soybean
72,42,29,21.339437955204136,70.13279471257928,7.019647316856776,Loamy,Organic Compost,Calcium Nitrate,Soybean
63,55,57,19.543963584606438,74.16290129137937,6.177646964845614,Sandy,Phosphorus Fertilizer,Ammonium Nitrate,Barley
73,54,23,19.879427010345466,78.40268734076722,7.404124893278006,Sandy,Potassium Fertilizer,Superphosphate,Soybean
51,48,39,25.689319996477693,62.00636827549016,6.9758555379976,Clayey,Organic Compost,Ammonium Nitrate,Barley
94,52,36,27.25169199758454,73.49893948868143,6.69485848514684,Clayey,Organic Compost,Ammonium Nitrate,Barley
75,39,26,17.724209516349042,57.97785351896356,7.261790321089505,Sandy,Complete Fertilizer,Superphosphate,Barley
63,39,23,20.564115122366477,79.70996911380945,5.599211816698966,Sandy,Potassium Fertilizer,Calcium Nitrate,Rice
56,40,48,28.52910295123725,50.77308796293053,6.014125384378417,Sandy,Nitrogen Fertilizer,Urea,Corn
52,50,33,27.10040279542109,68.10586419503363,6.43007266844182,Clayey,Potassium Fertilizer,Ammonium Nitrate,Rice
96,59,22,29.772876041437137,69.78517944953981,5.953957078943042,Sandy,Potassium Fertilizer,Ammonium Nitrate,Barley
72,36,43,26.313723895231213,70.64136671222386,6.987810374604304,Sandy,Potassium Fertilizer,Calcium Nitrate,Corn
95,47,56,20.897928015418834,53.61162736367267,7.33841606210745,Clayey,Organic Compost,Calcium Nitrate,Corn
92,33,35,23.859567509919565,78.15589350419391,6.347540239861846,Loamy,Organic Compost,Potash,Barley
96,31,23,24.915213813709805,55.43549837150248,6.1842652002237894,Loamy,Phosphorus Fertilizer,Calcium Nitrate,Corn
94,43,43,16.17683724475686,68.68260209719523,7.423101464275133,Sandy,Nitrogen Fertilizer,Ammonium Nitrate,Corn
67,42,53,23.167454386557978,56.68028237369255,6.389704865655082,Loamy,Complete Fertilizer,Superphosphate,Rice
87,58,49,25.639812427089144,59.216492510638126,6.478096800898566,Loamy,Potassium Fertilizer,Urea,Corn
84,41,37,17.509819560015906,66.39375625184373,6.203299744683811,Loamy,Nitrogen Fertilizer,Potash,Barley
64,36,38,26.70947576138336,62.515802556937295,7.319096946024277,Loamy,Nitrogen Fertilizer,Superphosphate,Wheat
74,31,50,23.756591707711674,54.806768029295185,6.637910966563702,Sandy,Phosphorus Fertilizer,Urea,Wheat
86,42,38,29.28332678546392,55.12809207262545,7.024349174363289,Loamy,Complete Fertilizer,Urea,Wheat
77,43,38,15.636334473103375,62.54434364488399,7.123613436701772,Loamy,Potassium Fertilizer,Urea,Barley
59,56,41,18.979892063332006,72.71848934826502,6.183698083834516,Clayey,Complete Fertilizer,Superphosphate,Wheat
88,46,43,24.02330818949736,76.93893940543366,6.36738866264076,Sandy,Phosphorus Fertilizer,Potash,Rice
66,38,31,19.44839868308896,52.52382986778149,7.196943548812529,Clayey,Organic Compost,Potash,Barley
88,46,49,25.716362461068634,61.79311722678203,6.226510703351621,Clayey,Nitrogen Fertilizer,Urea,Barley
71,37,57,26.385079237828965,53.0073669116863,7.087870266903702,Sandy,Potassium Fertilizer,Superphosphate,Barley
75,31,50,16.537739460997116,50.49777441897794,7.381984645148874,Loamy,Organic Compost,Urea,Corn
